0,1,2,3
0,2608,1740,2168
1,3082,1740,1053
2,1498,1761,2447
3,2123,529,1067
4,1740,2105,1687
5,1026,102,62
6,1377,2989,3061
7,470,2850,2837
8,28,1601,3236
9,156,78,9
10,2620,2629,1223
11,1786,1432,1267
12,3164,1419,2633
13,35,110,1793
14,1925,1929,388
15,3061,15,1053
16,2231,1934,2437
17,2775,258,3191
18,2406,2628,28
19,328,384,1979
20,470,790,3236
21,1245,2264,858
22,2042,2122,995
23,1126,1067,1053
24,3061,24,287
25,2775,3020,78
26,549,1772,2483
27,2123,3201,529
28,2509,8,350
29,3107,1135,29
30,778,1114,1783
31,3218,60,2670
32,28,3061,1053
33,1233,504,2686
34,34,30,1432
35,1843,957,1278
36,2633,2483,2123
37,1267,1011,3082
38,3061,470,2670
39,287,3066,2935
40,1475,2,40
41,2123,41,2483
42,2628,2530,2231
43,2483,1929,2775
44,2253,44,3164
45,3191,2483,2123
46,3090,321,677
47,2832,2836,566
48,441,754,125
49,1432,2264,1245
50,1377,2483,2775
51,470,3040,2836
52,2515,52,549
53,1772,818,2082
54,2608,2707,398
55,1267,2989,55
56,1432,2362,1453
57,152,3091,499
58,470,2770,3040
59,1067,2608,1453
60,593,154,290
61,3061,28,1432
62,1802,1284,1379
63,1051,2123,3191
64,1272,48,1026
65,2483,1439,790
66,2483,1929,46
67,2989,67,384
68,2989,3061,470
69,1067,1453,1306
70,2123,1377,1058
71,2313,1549,1337
72,203,138,102
73,2483,2633,2123
74,1608,924,2669
75,2836,1786,1772
76,858,1705,958
77,30,3100,549
78,2311,2606,1366
79,2042,384,2270
80,1772,1267,2082
81,2015,81,151
82,790,470,3061
83,28,1053,3018
84,2989,2483,1267
85,1432,2836,3061
86,243,2231,138
87,110,1822,138
88,2483,2123,3201
89,1983,1747,426
90,1686,123,78
91,529,2633,566
92,2940,104,1345
93,2628,1053,2409
94,384,2836,2458
95,958,3028,387
96,2608,2241,1793
97,3082,1053,3018
98,438,98,2165
99,28,3197,3236
100,1053,2608,3018
101,1067,2685,3018
102,2388,1462,130
103,102,138,688
104,2483,1022,2549
105,2775,2123,2836
106,2585,2128,2184
107,78,138,62
108,3061,60,1053
109,2241,109,1394
110,1303,1747,1133
111,2989,1267,1926
112,1786,1267,2989
113,102,156,1340
114,1267,1432,2458
115,28,3061,1601
116,1267,1011,3164
117,1822,117,243
118,62,243,2261
119,790,2605,470
120,2044,3018,1067
121,2264,3236,2530
122,3082,2231,2437
123,90,2528,1189
124,529,3239,62
125,1245,48,2822
126,2810,2754,519
127,1772,1475,3019
128,470,28,3061
129,1929,1267,1772
130,102,138,688
131,1377,2042,2989
132,436,1825,2471
133,3061,3082,2628
134,2362,2628,28
135,3061,1656,126
136,110,136,394
137,1601,2530,28
138,2311,2606,843
139,790,1058,1377
140,2775,2483,3191
141,1786,2082,1432
142,110,1552,142
143,328,1813,203
144,2685,3191,48
145,421,145,628
146,57,30,3174
147,1377,2775,2483
148,2586,1128,439
149,790,2628,470
150,1053,2231,3082
151,2620,559,1881
152,57,3071,48
153,2438,1053,920
154,60,1552,3061
155,1772,2989,470
156,365,2528,1588
157,2082,3197,1011
158,102,158,110
159,3061,1377,470
160,1432,2123,3082
161,1793,470,2608
162,3018,28,3235
163,2628,2409,2530
164,384,2989,1267
165,1929,2989,2483
166,2231,2122,1772
167,1885,2264,2989
168,2270,168,1630
169,3082,2836,1740
170,3082,2685,3061
171,2406,1786,2042
172,1615,2992,3166
173,2483,3191,2123
174,470,3061,102
175,1475,2822,2775
176,2,1796,1475
177,177,3040,2362
178,3061,2836,470
179,388,1772,179
180,1772,3206,2082
181,2836,2628,243
182,2123,3061,2197
183,1058,790,1793
184,57,2123,184
185,353,1724,2319
186,2989,3082,1267
187,2989,470,1929
188,3206,1929,1267
189,708,357,3208
190,2123,2483,1772
191,1636,2231,2042
192,1793,35,2105
193,2449,2219,788
194,3236,2628,2530
195,2123,2608,1272
196,3061,2989,1053
197,1885,542,2578
198,2685,2123,2989
199,2231,1335,1772
200,398,132,2775
201,2524,1662,1135
202,549,1772,818
203,2606,2069,1493
204,542,1636,2989
205,1828,2832,333
206,1697,1058,1051
207,2989,1053,3061
208,2628,3082,3236
209,1340,3082,156
210,156,2123,1340
211,790,470,1058
212,2042,1307,102
213,1475,2,3040
214,57,549,48
215,2231,2168,2628
216,3047,813,1307
217,470,3236,2628
218,3082,1740,2836
219,2231,1053,3082
220,2317,470,2825
221,1772,2483,1929
222,2044,470,222
223,1740,2836,3082
224,3236,1705,2264
225,1793,790,2989
226,1925,2105,2241
227,3061,2406,2989
228,2775,2836,2123
229,3174,2123,229
230,2123,529,2633
231,958,3218,35
232,2483,1439,1926
233,28,2628,243
234,790,2123,470
235,2231,2437,1885
236,3206,388,1929
237,2123,2406,2362
238,1067,1126,1453
239,1772,470,3197
240,1740,2558,156
241,3061,156,1740
242,2935,2362,1885
243,939,467,2985
244,358,2140,918
245,858,1705,2264
246,2628,2530,2406
247,2168,3019,1796
248,3061,1053,3082
249,3236,1793,2628
250,2989,1772,470
251,3061,470,1058
252,1601,2970,2961
253,2549,1011,2483
254,1475,2438,1053
255,1937,2336,1529
256,388,3236,1793
257,1022,1267,3020
258,2577,3132,2448
259,2483,1679,388
260,1552,1377,2392
261,457,1252,3165
262,2123,57,1051
263,1377,2836,470
264,1601,28,1245
265,1267,1011,1929
266,102,1377,1793
267,30,1793,470
268,3206,268,639
269,2231,1772,3082
270,3164,1432,2836
271,3061,2989,470
272,2989,1377,3061
273,2530,3236,1601
274,2633,529,1854
275,2,275,2317
276,1432,1267,1377
277,1833,2765,277
278,2758,384,1772
279,3066,2961,2152
280,2961,1601,2970
281,2628,1126,287
282,1432,2699,282
283,3236,2264,283
284,3018,3235,287
285,1705,858,285
286,28,1601,470
287,2485,2683,2258
288,2832,2082,3164
289,1042,2011,3015
290,60,2775,3106
291,1636,2042,2765
292,2775,2836,1475
293,1601,2406,2935
294,2042,2406,2628
295,3040,1562,3164
296,858,958,2628
297,1272,2123,2608
298,3236,2628,2530
299,1772,2836,470
300,1929,1636,1916
301,1786,2042,3197
302,1377,688,110
303,3061,2608,1377
304,185,2241,1929
305,1377,2989,3061
306,2231,1053,2437
307,1022,1377,1979
308,1772,2836,2989
309,1926,1615,2983
310,1393,1058,310
311,1377,2837,1267
312,2123,203,156
313,3236,958,1705
314,3197,1740,2850
315,156,62,2633
316,1636,102,1615
317,2264,3236,858
318,3083,564,1786
319,2042,2406,1786
320,3069,1419,1432
321,46,2483,2775
322,1432,3069,3203
323,695,1337,2313
324,2775,2458,2836
325,2989,3061,328
326,3040,3164,2105
327,384,1979,2989
328,2501,19,637
329,3236,2608,2628
330,1340,1786,330
331,3061,2608,2628
332,2264,1394,62
333,2631,2806,2067
334,2183,2765,2935
335,2989,470,3061
336,615,2983,1926
337,814,2017,493
338,2726,452,2349
339,1377,384,790
340,790,340,1786
341,1772,1475,2
342,102,2231,3061
343,790,110,2628
344,2122,995,2409
345,2122,2935,2362
346,1929,388,3206
347,1053,3082,1475
348,1885,2989,1267
349,1067,1306,156
350,28,2628,3236
351,2628,102,3236
352,1432,1419,2836
353,185,48,1885
354,1340,2044,354
355,1058,470,3061
356,2549,1011,2483
357,189,1053,3082
358,2122,2270,244
359,2731,359,1679
360,2183,2231,1934
361,470,2775,3061
362,3239,471,2362
363,2765,2183,3047
364,2152,2620,3174
365,156,1306,2123
366,3106,1244,3040
367,2123,2483,2775
368,3236,2608,3061
369,2989,1885,57
370,2123,1051,3061
371,46,786,2483
372,2961,3066,2264
373,914,373,338
374,2608,3061,30
375,384,2836,2837
376,2123,2989,57
377,387,958,243
378,2608,2123,1793
379,3236,790,2628
380,57,3191,2483
381,529,1813,2629
382,2628,3061,287
383,2264,1929,523
384,2134,2274,954
385,2608,1601,3061
386,2437,1934,2231
387,1904,1342,2194
388,876,1602,346
389,470,2168,2123
390,1772,3197,3206
391,2530,3236,391
392,3005,1636,1630
393,2473,2938,1470
394,3140,1598,3208
395,3122,395,3110
396,2241,2168,920
397,789,3174,397
398,1279,436,526
399,46,110,399
400,394,2362,400
401,1267,3236,2362
402,102,1340,2837
403,1356,470,2837
404,2122,404,1800
405,1833,2044,2183
406,1267,1011,1377
407,2464,2245,407
408,1683,1097,885
409,2123,790,2362
410,688,1550,3200
411,2123,3191,3071
412,1267,1022,2989
413,470,2123,2836
414,414,2458,2231
415,138,328,203
416,2628,3236,3069
417,790,1058,1393
418,3061,2608,1740
419,419,327,2043
420,388,3226,2765
421,1550,110,1377
422,2530,422,2231
423,3236,1377,2989
424,2608,1067,1740
425,2123,1053,1067
426,89,2595,426
427,858,2264,427
428,1439,1926,2483
