0,1,2,3
0,0,147,503
1,1,529,268
2,2,682,680
3,3,554,550
4,4,112,359
5,736,5,63
6,859,546,6
7,784,380,644
8,8,477,570
9,9,110,688
10,10,670,554
11,11,56,410
12,12,200,286
13,13,383,139
14,14,261,519
15,15,782,291
16,16,804,147
17,17,461,810
18,18,211,78
19,19,171,254
20,20,32,632
21,21,119,256
22,22,266,717
23,23,621,308
24,24,500,291
25,620,25,735
26,26,756,388
27,27,215,351
28,28,690,555
29,172,29,265
30,731,30,145
31,31,100,282
32,32,281,20
33,253,33,149
34,34,736,683
35,293,35,524
36,36,757,281
37,37,717,381
38,38,109,253
39,39,217,469
40,40,480,396
41,368,537,41
42,639,285,307
43,43,552,279
44,44,195,534
45,45,595,559
46,46,449,320
47,47,603,406
48,746,48,539
49,49,808,464
50,50,261,211
51,758,419,51
52,52,111,631
53,53,678,240
54,54,538,276
55,55,776,363
56,56,11,671
57,57,574,549
58,58,293,662
59,59,590,317
60,60,272,734
61,61,97,799
62,62,287,373
63,736,780,63
64,64,358,720
65,65,335,833
66,66,543,836
67,67,178,282
68,294,68,800
69,69,186,581
70,70,536,183
71,704,71,516
72,72,683,670
73,633,73,556
74,74,0,436
75,75,509,222
76,76,770,460
77,77,535,656
78,97,78,376
79,79,799,787
80,80,668,290
81,81,330,592
82,82,816,45
83,83,495,637
84,84,449,46
85,467,609,85
86,741,374,553
87,87,658,343
88,88,114,697
89,89,680,790
90,90,319,335
91,91,718,192
92,92,806,822
93,93,477,421
94,94,448,118
95,95,773,220
96,780,96,648
97,211,78,97
98,98,445,144
99,99,36,596
100,100,322,176
101,101,841,569
102,102,275,832
103,103,811,135
104,104,769,204
105,105,154,704
106,106,731,725
107,567,107,569
108,108,771,385
109,109,547,597
110,631,110,809
111,111,461,52
112,112,4,665
113,113,454,179
114,114,831,235
115,115,860,263
116,116,686,538
117,117,149,253
118,118,448,94
119,119,128,374
120,120,25,398
121,121,202,1
122,122,703,341
123,123,770,238
124,124,769,750
125,125,559,687
126,126,335,780
127,127,849,69
128,128,119,543
129,129,549,206
130,130,373,538
131,131,147,723
132,132,761,662
133,133,506,576
134,134,701,775
135,135,103,688
136,136,274,40
137,137,679,731
138,138,549,290
139,139,646,13
140,729,140,603
141,141,200,773
142,323,142,675
143,143,188,490
144,144,98,7
145,731,145,30
146,146,689,740
147,147,131,0
148,148,421,682
149,149,611,117
150,150,481,466
151,151,166,777
152,152,68,197
153,153,786,835
154,154,105,97
155,155,674,222
156,156,768,329
157,157,102,832
158,158,620,398
159,159,175,281
160,160,42,840
161,161,194,354
162,162,451,526
163,451,163,425
164,164,240,317
165,165,559,302
166,166,151,116
167,216,167,270
168,168,222,647
169,169,759,386
170,170,143,191
171,171,19,245
172,29,172,481
173,173,551,507
174,174,539,127
175,175,159,57
176,176,105,51
177,777,177,453
178,67,178,282
179,179,113,752
180,652,180,520
181,181,411,610
182,182,721,402
183,307,285,639
184,184,837,619
185,185,110,52
186,186,69,812
187,187,734,670
188,188,143,753
189,189,543,215
190,190,386,169
191,191,764,126
192,192,718,91
193,193,836,64
194,194,161,687
195,756,195,744
196,196,53,410
197,197,152,648
198,198,843,39
199,199,402,671
200,200,141,768
201,201,442,752
202,529,202,289
203,203,447,441
204,204,104,749
205,205,369,827
206,206,781,129
207,207,634,690
208,208,454,811
209,209,677,36
210,379,210,795
211,97,576,506
212,462,212,783
213,213,566,586
214,214,336,238
215,215,405,27
216,732,167,270
217,500,217,469
218,218,693,748
219,219,825,222
220,220,773,95
221,221,314,849
222,222,775,59
223,773,223,699
224,224,552,378
225,225,69,696
226,226,524,789
227,227,212,462
228,736,780,228
229,229,250,405
230,230,519,528
231,231,345,589
232,232,110,396
233,233,77,423
234,600,798,234
235,235,359,114
236,718,236,192
237,237,595,633
238,238,247,123
239,239,426,626
240,240,261,562
241,241,597,718
242,251,242,348
243,243,842,716
244,759,267,244
245,245,762,392
246,246,327,276
247,247,841,238
248,248,113,399
249,249,1,806
250,250,725,229
251,485,348,242
252,252,678,333
253,33,253,690
254,254,438,19
255,255,574,712
256,256,601,630
257,257,362,640
258,258,852,316
259,259,432,567
260,260,251,722
261,261,240,14
262,554,262,335
263,263,606,782
264,264,691,609
265,460,265,29
266,266,338,503
267,244,267,32
268,268,1,394
269,269,858,463
270,216,270,167
271,271,819,312
272,272,60,342
273,273,859,428
274,274,136,607
275,275,102,157
276,276,269,54
277,277,425,465
278,278,672,402
279,372,552,279
280,280,809,140
281,281,32,36
282,282,178,67
283,283,821,647
284,284,733,343
285,42,183,300
286,286,606,331
287,287,521,435
288,288,86,583
289,289,407,659
290,290,353,80
291,291,707,15
292,292,539,507
293,35,293,58
294,729,68,294
295,295,514,805
296,296,813,435
297,345,297,231
298,298,555,80
299,299,691,142
300,285,758,300
301,301,303,549
302,302,77,309
303,303,640,758
304,304,609,257
305,305,32,601
306,306,336,442
307,183,42,428
308,603,308,621
309,309,710,321
310,310,542,572
311,311,477,797
312,637,312,362
313,313,773,535
314,314,221,298
315,315,285,362
316,316,645,616
317,392,317,590
318,318,263,203
319,433,319,90
320,320,186,854
321,321,710,237
322,322,100,208
323,142,323,675
324,324,797,41
325,325,541,513
326,326,652,180
327,327,536,540
328,328,625,498
329,329,681,598
330,330,81,477
331,331,286,37
332,332,139,326
333,333,786,96
334,334,533,277
335,335,579,65
336,336,306,214
337,337,335,554
338,338,266,834
339,339,538,240
340,340,422,81
341,341,746,122
342,342,813,435
343,343,543,87
344,344,234,600
345,297,345,231
346,346,202,282
347,347,804,343
348,251,348,485
349,349,216,505
350,350,856,653
351,556,736,351
352,352,433,396
353,353,290,726
354,354,647,161
355,355,542,2
356,356,65,402
357,438,357,665
358,358,64,299
359,359,235,560
360,360,150,555
361,361,360,709
362,577,362,574
363,363,821,55
364,364,609,105
365,365,737,826
366,366,118,94
367,367,851,830
368,41,368,797
369,369,373,205
370,370,794,752
371,371,479,491
372,279,372,303
373,800,373,152
374,86,374,741
375,375,457,337
376,829,376,78
377,377,435,408
378,378,224,392
379,210,379,694
380,7,380,530
381,381,37,774
382,434,382,659
383,383,646,13
384,384,6,419
385,385,86,741
386,386,169,428
387,387,169,428
388,388,856,26
389,389,752,105
390,390,404,508
391,413,391,730
392,590,317,431
393,393,299,358
394,394,64,278
395,395,11,417
396,396,424,352
397,397,820,835
398,398,620,158
399,399,188,660
400,400,634,5
401,401,822,592
402,402,335,199
403,403,652,494
404,404,390,408
405,405,215,229
406,406,47,380
407,407,289,774
408,408,627,377
409,409,315,507
410,410,671,628
411,554,411,532
412,412,467,609
413,391,413,730
414,414,834,338
415,415,702,105
416,416,245,183
417,417,598,395
418,418,859,546
419,51,419,608
420,420,41,260
421,496,513,541
422,422,442,680
423,423,729,603
424,424,396,841
425,425,277,163
426,626,426,516
427,427,654,846
428,285,307,639
429,429,40,274
430,459,430,852
431,392,431,59
432,432,849,853
433,319,566,433
434,382,659,434
435,435,627,342
436,452,436,351
437,437,281,511
438,357,438,254
439,439,467,845
440,440,674,689
441,441,203,539
442,442,201,516
443,808,443,464
444,444,169,632
445,445,98,25
446,446,568,310
447,447,203,768
448,448,94,118
449,449,46,581
450,86,450,553
451,163,451,162
452,813,436,452
453,453,840,317
454,454,208,113
455,455,575,618
456,456,607,691
457,457,375,631
458,458,655,447
459,430,459,359
460,265,460,699
461,461,554,335
462,462,212,783
463,463,285,853
464,464,443,850
465,465,554,277
466,466,150,515
467,85,467,439
468,468,688,834
469,500,469,217
470,470,312,678
471,471,451,477
472,472,62,678
473,473,785,477
474,474,320,387
475,475,771,675
476,476,251,848
477,477,330,311
478,478,460,481
479,479,371,554
480,480,40,352
481,481,150,685
482,482,757,735
483,780,483,773
484,484,750,819
485,251,485,348
486,486,443,850
487,487,641,550
488,488,678,206
489,489,834,835
490,490,764,143
491,491,550,371
492,492,365,500
493,493,288,583
494,494,430,403
495,495,403,416
496,421,496,477
497,497,481,150
498,498,625,772
499,499,854,465
500,469,217,500
501,501,640,303
502,502,826,617
503,756,503,619
504,504,112,790
505,505,349,216
506,211,692,506
507,507,789,409
508,508,837,73
509,509,833,75
510,510,202,157
511,511,99,655
512,512,514,295
513,421,513,541
514,514,295,805
515,515,285,466
516,516,536,71
517,517,375,451
518,518,567,849
519,519,14,230
520,520,180,326
521,521,287,423
522,522,806,1
523,216,523,167
524,524,226,792
525,525,442,526
526,526,162,525
527,527,161,194
528,528,735,6
529,202,529,1
530,530,410,329
531,531,773,780
532,532,411,461
533,533,856,29
534,534,338,813
535,535,77,656
536,704,536,516
537,41,537,855
538,538,339,660
539,539,292,789
540,540,327,837
541,421,541,513
542,542,310,355
543,543,658,568
544,544,731,172
545,545,853,762
546,6,546,418
547,547,109,687
548,548,766,588
549,549,801,129
550,550,491,451
551,551,173,507
552,279,552,224
553,86,553,741
554,610,411,262
555,690,555,298
556,351,556,228
557,557,477,163
558,558,707,282
559,559,125,203
560,716,560,359
561,561,674,303
562,562,240,396
563,563,396,197
564,564,312,430
565,565,71,536
566,433,566,213
567,107,567,853
568,568,543,658
569,569,761,600
570,570,745,93
571,571,797,696
572,572,706,48
573,573,753,763
574,574,362,758
575,575,455,691
576,211,576,778
577,362,577,758
578,578,837,184
579,579,335,734
580,580,290,731
581,581,69,449
582,582,538,753
583,583,288,86
584,584,472,443
585,585,147,309
586,586,213,403
587,587,439,845
588,588,548,816
589,589,231,216
590,392,590,317
591,591,797,696
592,592,822,81
593,773,593,780
594,211,594,78
595,595,237,45
596,596,141,99
597,597,109,684
598,598,329,417
599,599,372,689
600,234,600,841
601,601,256,647
602,602,293,695
603,308,603,423
604,604,691,280
605,605,797,282
606,606,263,286
607,607,274,456
608,608,419,384
609,85,609,364
