user,artist,time,dtype,value,pred
0.0,0.0,1460.0,org,1.0,0.89181465
0.0,0.0,1466.0,org,1.0,0.70611006
0.0,0.0,1483.0,org,1.0,0.84810525
0.0,1.0,1499.0,org,1.0,0.85653144
0.0,2.0,1351.0,org,1.0,0.9280785
0.0,3.0,1378.0,org,1.0,0.38433465
0.0,3.0,1385.0,org,1.0,0.5001912
0.0,6.0,1136.0,org,1.0,0.9045713
0.0,6.0,1139.0,org,1.0,0.904117
0.0,6.0,1153.0,org,1.0,0.9091068
0.0,6.0,1427.0,org,1.0,0.9156552
0.0,7.0,1424.0,org,1.0,0.93111914
0.0,8.0,1397.0,org,1.0,0.95471907
0.0,9.0,1214.0,org,1.0,0.9383282
0.0,9.0,1392.0,org,1.0,0.9386663
0.0,10.0,663.0,org,1.0,0.59942406
0.0,11.0,639.0,org,1.0,0.9231173
0.0,11.0,685.0,org,1.0,0.92207175
0.0,11.0,1308.0,org,1.0,0.9240596
0.0,14.0,611.0,org,1.0,0.90574676
0.0,14.0,639.0,org,1.0,0.8970806
0.0,14.0,667.0,org,1.0,0.8201247
0.0,16.0,632.0,org,1.0,0.7337585
0.0,17.0,626.0,org,1.0,0.39314616
0.0,17.0,665.0,org,1.0,0.34594297
0.0,20.0,852.0,fake,1.0,0.9784616
0.0,46.0,353.0,fake,1.0,0.9895906
0.0,47.0,840.0,fake,1.0,0.9688604
0.0,48.0,809.0,fake,1.0,0.96297383
0.0,48.0,878.0,fake,1.0,0.961281
0.0,50.0,521.0,fake,1.0,0.99201757
0.0,59.0,1025.0,org,0.0,0.9485585
0.0,60.0,1469.0,fake,1.0,0.9871616
0.0,95.0,740.0,fake,1.0,0.95868266
0.0,102.0,329.0,fake,1.0,0.99388844
0.0,133.0,450.0,fake,1.0,0.9648055
0.0,139.0,436.0,fake,1.0,0.9926117
0.0,139.0,469.0,fake,1.0,0.99167377
0.0,139.0,531.0,fake,1.0,0.992289
0.0,139.0,553.0,fake,1.0,0.99420696
0.0,139.0,642.0,fake,1.0,0.99216086
0.0,213.0,1136.0,fake,1.0,0.93827343
0.0,286.0,911.0,fake,1.0,0.92788714
0.0,286.0,975.0,fake,1.0,0.925944
0.0,320.0,1025.0,fake,1.0,0.92093676
0.0,598.0,738.0,fake,1.0,0.56233925
0.0,1358.0,1365.0,fake,1.0,0.92601675
0.0,2322.0,963.0,org,0.0,0.06448013
0.0,2894.0,178.0,org,0.0,0.7629314
0.0,3047.0,1402.0,fake,1.0,0.7815194
1.0,25.0,931.0,org,1.0,0.95489705
1.0,25.0,1411.0,org,1.0,0.9561673
1.0,25.0,1469.0,org,1.0,0.9576723
1.0,26.0,1446.0,org,1.0,0.95808655
1.0,28.0,1401.0,org,1.0,0.9777697
1.0,29.0,598.0,org,1.0,0.79136944
1.0,29.0,931.0,org,1.0,0.6653468
1.0,29.0,950.0,org,1.0,0.8190576
1.0,30.0,779.0,org,1.0,0.9886789
1.0,35.0,1251.0,org,1.0,0.92557424
1.0,36.0,705.0,org,1.0,0.9627883
1.0,43.0,640.0,org,1.0,0.97432894
1.0,43.0,759.0,org,1.0,0.9727687
1.0,44.0,783.0,org,1.0,0.97279966
1.0,48.0,654.0,org,1.0,0.9634565
1.0,69.0,627.0,fake,1.0,0.9911583
1.0,209.0,423.0,fake,1.0,0.9669553
1.0,209.0,465.0,fake,1.0,0.9676651
1.0,319.0,1141.0,fake,1.0,0.9032246
1.0,322.0,1243.0,fake,1.0,0.9497557
1.0,343.0,955.0,fake,1.0,0.9086295
1.0,343.0,1231.0,fake,1.0,0.9084775
1.0,370.0,544.0,fake,1.0,0.93129164
1.0,429.0,1350.0,fake,1.0,0.9205879
1.0,430.0,1296.0,fake,1.0,0.9422119
1.0,480.0,316.0,fake,1.0,0.97398734
1.0,513.0,205.0,fake,1.0,0.9474603
1.0,921.0,998.0,fake,0.0,0.9493743
1.0,1307.0,225.0,fake,1.0,0.94141906
1.0,1307.0,226.0,fake,1.0,0.9427323
1.0,1410.0,1178.0,fake,1.0,0.58205265
1.0,1411.0,1303.0,fake,1.0,0.6184612
1.0,1412.0,937.0,fake,1.0,0.45871884
1.0,1419.0,1142.0,fake,1.0,0.47103238
1.0,1424.0,999.0,fake,1.0,0.7288834
1.0,1502.0,75.0,fake,0.0,0.9271015
1.0,1660.0,462.0,fake,1.0,0.91167504
1.0,1661.0,999.0,fake,1.0,0.85381657
1.0,1662.0,218.0,fake,1.0,0.91704094
1.0,1662.0,222.0,fake,1.0,0.9161067
1.0,1703.0,648.0,org,0.0,0.93932456
1.0,1761.0,1568.0,org,0.0,0.4794175
1.0,2209.0,967.0,fake,0.0,0.95099235
1.0,2902.0,617.0,fake,0.0,0.021354334
2.0,30.0,596.0,fake,1.0,0.982073
2.0,46.0,1317.0,org,1.0,0.9907815
2.0,50.0,631.0,fake,1.0,0.98705536
2.0,50.0,693.0,fake,1.0,0.99003524
2.0,56.0,539.0,org,1.0,0.95627046
2.0,56.0,618.0,org,1.0,0.95624757
2.0,56.0,635.0,org,1.0,0.9581829
2.0,56.0,763.0,org,1.0,0.957237
2.0,56.0,768.0,org,1.0,0.95674425
2.0,56.0,899.0,org,1.0,0.96016103
2.0,56.0,985.0,org,1.0,0.9558943
2.0,56.0,1023.0,org,1.0,0.95778435
2.0,56.0,1024.0,org,1.0,0.9577411
2.0,56.0,1277.0,org,1.0,0.9564205
2.0,60.0,543.0,org,1.0,0.9787168
2.0,60.0,545.0,org,1.0,0.9817876
2.0,60.0,1290.0,org,1.0,0.9800112
2.0,62.0,894.0,org,1.0,0.96245414
2.0,63.0,723.0,org,1.0,0.9546083
2.0,66.0,1087.0,org,1.0,0.4079544
2.0,67.0,649.0,org,1.0,0.98929864
2.0,67.0,1025.0,org,1.0,0.99032646
2.0,68.0,634.0,org,1.0,0.9391871
2.0,68.0,741.0,org,1.0,0.9412991
2.0,69.0,867.0,org,1.0,0.9861172
2.0,70.0,656.0,org,1.0,0.96776307
2.0,71.0,617.0,org,1.0,0.48159635
2.0,78.0,969.0,fake,1.0,0.9434167
2.0,119.0,389.0,fake,1.0,0.97768193
2.0,170.0,576.0,fake,1.0,0.9774969
2.0,446.0,209.0,fake,0.0,0.0
2.0,450.0,273.0,fake,1.0,0.7595565
2.0,450.0,590.0,fake,1.0,0.96203387
2.0,461.0,759.0,org,0.0,0.3055162
2.0,512.0,161.0,fake,0.0,0.0
2.0,627.0,1327.0,org,0.0,0.0
2.0,695.0,788.0,fake,0.0,0.49780977
2.0,840.0,962.0,fake,1.0,0.9648825
2.0,1777.0,178.0,fake,1.0,0.0
2.0,2262.0,1386.0,fake,0.0,0.0
2.0,2328.0,582.0,fake,0.0,0.49414742
2.0,2487.0,613.0,org,0.0,0.032853566
2.0,2584.0,288.0,fake,0.0,0.0
2.0,3048.0,1184.0,org,0.0,0.0
3.0,46.0,1026.0,fake,1.0,0.9944214
3.0,62.0,1317.0,org,1.0,0.96731824
3.0,80.0,940.0,org,1.0,0.6939878
3.0,82.0,1382.0,org,1.0,0.9502992
3.0,87.0,1301.0,org,1.0,0.89918137
3.0,90.0,1139.0,org,1.0,0.95052946
3.0,94.0,924.0,org,1.0,0.94272906
3.0,95.0,1130.0,org,1.0,0.9609011
3.0,105.0,914.0,org,1.0,0.92411643
3.0,137.0,912.0,fake,1.0,0.9632363
3.0,209.0,264.0,fake,1.0,0.9655651
3.0,274.0,1140.0,fake,1.0,0.9343748
3.0,313.0,733.0,fake,1.0,0.9517329
3.0,391.0,84.0,fake,1.0,0.56444144
3.0,469.0,616.0,fake,1.0,0.9733245
3.0,514.0,1339.0,fake,1.0,0.9619718
3.0,584.0,1376.0,fake,1.0,0.923945
3.0,603.0,770.0,fake,1.0,0.6569277
3.0,711.0,327.0,org,0.0,0.5708559
3.0,744.0,1276.0,fake,1.0,0.9382418
3.0,785.0,388.0,fake,1.0,0.9351224
3.0,789.0,886.0,fake,1.0,0.71719754
3.0,835.0,1112.0,fake,1.0,0.9602371
3.0,1007.0,1206.0,fake,1.0,0.9581951
3.0,1007.0,1287.0,fake,1.0,0.9578488
3.0,1007.0,1430.0,fake,1.0,0.9573963
3.0,1138.0,456.0,fake,1.0,0.78726965
3.0,1241.0,1059.0,fake,1.0,0.9370984
3.0,1275.0,889.0,fake,0.0,0.92349607
3.0,1438.0,1473.0,fake,1.0,0.9528093
3.0,1753.0,643.0,fake,1.0,0.9378728
3.0,1882.0,386.0,fake,1.0,0.86599344
3.0,2003.0,1015.0,fake,1.0,0.8966597
3.0,2103.0,721.0,fake,1.0,0.9096992
3.0,2107.0,75.0,fake,1.0,0.7713916
3.0,2375.0,1303.0,fake,0.0,0.087576196
3.0,2382.0,987.0,fake,1.0,0.6348744
3.0,2405.0,1522.0,fake,0.0,0.7858252
4.0,22.0,1351.0,fake,1.0,0.98774844
4.0,60.0,1265.0,fake,1.0,0.9816628
4.0,95.0,973.0,fake,1.0,0.95494
4.0,95.0,1035.0,fake,1.0,0.9556628
4.0,102.0,1224.0,fake,1.0,0.9930187
4.0,102.0,1524.0,fake,1.0,0.9951027
4.0,108.0,544.0,org,1.0,0.9799672
4.0,108.0,567.0,org,1.0,0.980921
4.0,108.0,721.0,org,1.0,0.9803987
4.0,108.0,849.0,org,1.0,0.9807652
4.0,108.0,866.0,org,1.0,0.9811264
4.0,108.0,909.0,org,1.0,0.9791053
4.0,108.0,1131.0,org,1.0,0.981757
4.0,108.0,1132.0,org,1.0,0.9810342
4.0,108.0,1173.0,org,1.0,0.98169523
4.0,108.0,1402.0,org,1.0,0.97940004
4.0,109.0,933.0,org,1.0,0.46994394
4.0,110.0,543.0,org,1.0,0.7140797
4.0,110.0,556.0,org,1.0,0.8802631
4.0,110.0,569.0,org,1.0,0.9439739
4.0,110.0,649.0,org,1.0,0.88676584
4.0,110.0,658.0,org,1.0,0.85682446
4.0,110.0,660.0,org,1.0,0.7517914
4.0,110.0,665.0,org,1.0,0.8070634
4.0,110.0,666.0,org,1.0,0.88325787
4.0,110.0,698.0,org,1.0,0.9149048
4.0,110.0,799.0,org,1.0,0.7740694
4.0,110.0,813.0,org,1.0,0.9460335
4.0,110.0,836.0,org,1.0,0.79690945
4.0,163.0,1529.0,fake,1.0,0.7786538
4.0,169.0,1386.0,fake,1.0,0.9568143
4.0,233.0,1360.0,fake,1.0,0.98322946
4.0,244.0,1025.0,org,0.0,0.0
4.0,372.0,1068.0,fake,0.0,0.46818495
4.0,395.0,1314.0,fake,1.0,0.9404889
4.0,400.0,1002.0,fake,1.0,0.98583347
4.0,400.0,1396.0,fake,1.0,0.98545915
4.0,689.0,735.0,fake,0.0,0.5667237
4.0,738.0,279.0,org,0.0,0.0
4.0,1125.0,744.0,fake,0.0,0.2567526
4.0,1272.0,5.0,org,0.0,0.0
4.0,1469.0,406.0,fake,0.0,0.450105
4.0,1486.0,1256.0,fake,0.0,0.0
4.0,1870.0,1532.0,fake,1.0,0.47777563
4.0,2593.0,1556.0,fake,0.0,0.0
5.0,11.0,816.0,org,1.0,0.9244466
5.0,50.0,1310.0,fake,1.0,0.99203974
5.0,50.0,1339.0,fake,1.0,0.99376994
5.0,50.0,1423.0,fake,1.0,0.9948345
5.0,50.0,1458.0,fake,1.0,0.99427325
5.0,50.0,1479.0,fake,1.0,0.9925317
5.0,53.0,1509.0,fake,1.0,0.9797344
5.0,63.0,1316.0,fake,1.0,0.95713806
5.0,104.0,1254.0,fake,1.0,0.9871693
5.0,130.0,781.0,fake,0.0,0.55491227
5.0,139.0,1330.0,fake,1.0,0.99452645
5.0,200.0,1304.0,fake,1.0,0.9740359
5.0,231.0,1300.0,fake,1.0,0.9793568
5.0,448.0,1415.0,fake,1.0,0.9937926
5.0,694.0,1315.0,fake,1.0,0.9384617
5.0,750.0,1330.0,fake,1.0,0.9658411
5.0,851.0,1495.0,fake,1.0,0.92731345
5.0,854.0,1318.0,fake,1.0,0.47455496
5.0,855.0,1316.0,fake,1.0,0.6494145
5.0,856.0,1305.0,fake,1.0,0.6212196
5.0,942.0,250.0,fake,0.0,0.0
5.0,1078.0,1258.0,fake,1.0,0.9192179
5.0,2156.0,1228.0,fake,1.0,0.9576914
5.0,2156.0,1229.0,fake,1.0,0.95696944
5.0,2706.0,1184.0,fake,0.0,0.1867479
6.0,20.0,939.0,fake,1.0,0.97626024
6.0,20.0,1138.0,fake,1.0,0.97713166
6.0,20.0,1154.0,fake,1.0,0.9767078
6.0,30.0,596.0,fake,1.0,0.9818058
6.0,41.0,1086.0,fake,1.0,0.96458787
6.0,41.0,1137.0,fake,1.0,0.9641442
6.0,100.0,1201.0,fake,1.0,0.8988934
6.0,100.0,1457.0,fake,1.0,0.9566528
6.0,108.0,1406.0,org,1.0,0.98353297
6.0,116.0,1434.0,org,1.0,0.9913406
6.0,116.0,1525.0,org,1.0,0.9892196
6.0,116.0,1528.0,org,1.0,0.98799676
6.0,116.0,1532.0,org,1.0,0.99098235
6.0,117.0,1485.0,org,1.0,0.96892715
6.0,117.0,1486.0,org,1.0,0.96910894
6.0,118.0,1446.0,org,1.0,0.96770483
6.0,119.0,389.0,fake,1.0,0.9773831
6.0,139.0,448.0,fake,1.0,0.98776
6.0,139.0,597.0,fake,1.0,0.9895107
6.0,238.0,1426.0,fake,0.0,0.9562774
6.0,292.0,1450.0,org,0.0,0.73698
6.0,450.0,273.0,fake,1.0,0.7111701
6.0,450.0,590.0,fake,1.0,0.9617607
6.0,840.0,962.0,fake,1.0,0.96458095
6.0,979.0,1290.0,fake,0.0,0.34917557
6.0,1328.0,1289.0,fake,0.0,0.0
6.0,1370.0,636.0,org,0.0,0.5897487
6.0,1777.0,178.0,fake,1.0,0.0
6.0,2034.0,394.0,org,0.0,0.0
6.0,2361.0,671.0,org,0.0,0.0
6.0,2367.0,986.0,fake,0.0,0.0
7.0,30.0,859.0,fake,1.0,0.9850274
7.0,45.0,1125.0,fake,1.0,0.98694235
7.0,46.0,14.0,fake,1.0,0.9900457
7.0,104.0,86.0,fake,1.0,0.9851925
7.0,104.0,788.0,fake,1.0,0.98672706
7.0,116.0,868.0,fake,1.0,0.9910585
7.0,122.0,1210.0,org,1.0,0.9145181
7.0,198.0,195.0,fake,1.0,0.81748366
7.0,352.0,821.0,fake,1.0,0.95878714
7.0,433.0,13.0,fake,1.0,0.9453763
7.0,448.0,1161.0,fake,1.0,0.99506694
7.0,498.0,144.0,fake,1.0,0.96645075
7.0,564.0,1171.0,fake,1.0,0.9851281
7.0,576.0,1193.0,fake,1.0,0.9322695
7.0,698.0,175.0,fake,1.0,0.9345552
7.0,698.0,176.0,fake,1.0,0.9283753
7.0,698.0,255.0,fake,1.0,0.93243074
7.0,698.0,261.0,fake,1.0,0.93384844
7.0,995.0,177.0,fake,1.0,0.9298087
7.0,1206.0,486.0,fake,1.0,0.9319938
7.0,1297.0,733.0,fake,1.0,0.92498463
7.0,1355.0,1326.0,fake,0.0,0.21191137
7.0,1531.0,777.0,fake,1.0,0.92379785
7.0,1531.0,946.0,fake,1.0,0.92426234
7.0,1531.0,1127.0,fake,1.0,0.92532784
7.0,1531.0,1311.0,fake,1.0,0.92582065
7.0,2061.0,962.0,fake,1.0,0.5930899
7.0,2188.0,316.0,fake,1.0,0.92552006
7.0,2188.0,1185.0,fake,1.0,0.92914426
7.0,2190.0,378.0,fake,1.0,0.9220033
7.0,2190.0,533.0,fake,1.0,0.92065305
8.0,20.0,540.0,fake,1.0,0.9817415
8.0,20.0,1022.0,fake,1.0,0.98152345
8.0,41.0,1000.0,fake,1.0,0.96849394
8.0,41.0,1138.0,fake,1.0,0.9669329
8.0,61.0,755.0,org,1.0,0.9332488
8.0,68.0,1515.0,org,1.0,0.96176505
8.0,69.0,1526.0,fake,1.0,0.992323
8.0,116.0,779.0,org,1.0,0.99313587
8.0,116.0,907.0,org,1.0,0.9910889
8.0,116.0,1178.0,org,1.0,0.9935301
8.0,128.0,1515.0,org,1.0,0.9693266
8.0,130.0,774.0,org,1.0,0.9145408
8.0,130.0,776.0,org,1.0,0.9156402
8.0,130.0,780.0,org,1.0,0.9161918
8.0,130.0,781.0,org,1.0,0.6450711
8.0,130.0,789.0,org,1.0,0.7934031
8.0,130.0,837.0,org,1.0,0.8843092
8.0,131.0,1028.0,org,1.0,0.9289806
8.0,131.0,1029.0,org,1.0,0.92873603
8.0,131.0,1030.0,org,1.0,0.9270977
8.0,131.0,1057.0,org,1.0,0.927394
8.0,131.0,1150.0,org,1.0,0.9276276
8.0,131.0,1162.0,org,1.0,0.93016535
8.0,132.0,755.0,org,1.0,0.9389178
8.0,132.0,920.0,org,1.0,0.93557537
8.0,252.0,1026.0,fake,1.0,0.9605627
8.0,266.0,971.0,fake,1.0,0.9723222
8.0,629.0,1003.0,fake,1.0,0.98018676
8.0,629.0,1229.0,fake,1.0,0.97939444
8.0,631.0,1426.0,fake,1.0,0.42120498
8.0,631.0,1437.0,fake,1.0,0.6202281
8.0,716.0,526.0,fake,1.0,0.8509757
8.0,725.0,908.0,fake,1.0,0.581806
8.0,1100.0,171.0,org,0.0,0.97123706
8.0,1150.0,815.0,fake,1.0,0.91656405
8.0,1150.0,1449.0,fake,1.0,0.92079705
8.0,1651.0,848.0,fake,1.0,0.61157185
8.0,2723.0,1446.0,org,0.0,0.3520539
8.0,3038.0,208.0,org,0.0,0.15819147
9.0,22.0,707.0,fake,1.0,0.9886823
9.0,46.0,1041.0,org,1.0,0.9900802
9.0,50.0,253.0,fake,1.0,0.99220484
9.0,50.0,437.0,fake,1.0,0.9895335
9.0,50.0,474.0,fake,1.0,0.98894507
9.0,50.0,853.0,org,1.0,0.9888323
9.0,50.0,1032.0,fake,1.0,0.9918156
9.0,50.0,1245.0,org,1.0,0.99244124
9.0,50.0,1468.0,fake,1.0,0.9909931
9.0,55.0,379.0,org,1.0,0.9806352
9.0,55.0,737.0,org,1.0,0.9845949
9.0,60.0,817.0,org,1.0,0.98578936
9.0,60.0,1024.0,org,1.0,0.9854489
9.0,67.0,419.0,org,1.0,0.9915412
9.0,67.0,763.0,org,1.0,0.9920301
9.0,67.0,831.0,org,1.0,0.9930673
9.0,83.0,964.0,fake,1.0,0.96018964
9.0,102.0,401.0,org,1.0,0.99327093
9.0,116.0,781.0,fake,1.0,0.9885873
9.0,134.0,1024.0,org,1.0,0.92856985
9.0,135.0,442.0,org,1.0,0.6951611
9.0,135.0,541.0,org,1.0,0.49327087
9.0,136.0,749.0,org,1.0,0.9673886
9.0,136.0,819.0,org,1.0,0.9653006
9.0,138.0,464.0,org,1.0,0.9606291
9.0,139.0,638.0,org,1.0,0.99066156
9.0,139.0,745.0,fake,1.0,0.99135524
9.0,141.0,568.0,org,1.0,0.63620776
9.0,146.0,455.0,org,1.0,0.97771794
9.0,147.0,220.0,org,1.0,0.5022276
9.0,147.0,367.0,org,1.0,0.49473053
9.0,148.0,305.0,org,1.0,0.93933
9.0,148.0,351.0,org,1.0,0.931987
9.0,196.0,1117.0,fake,1.0,0.981888
9.0,249.0,562.0,fake,1.0,0.9726568
9.0,392.0,840.0,fake,1.0,0.96607196
9.0,419.0,375.0,fake,1.0,0.94984925
9.0,744.0,1483.0,fake,0.0,0.9409118
9.0,1013.0,798.0,fake,1.0,0.95704055
9.0,1225.0,1018.0,fake,0.0,0.9345472
9.0,1509.0,1198.0,fake,1.0,0.94078946
9.0,1535.0,290.0,fake,1.0,0.49920946
9.0,1745.0,423.0,fake,1.0,0.47569233
9.0,1802.0,1461.0,fake,1.0,0.91270477
9.0,2231.0,115.0,org,0.0,0.034544013
10.0,9.0,509.0,fake,0.0,0.94104755
10.0,9.0,1448.0,org,1.0,0.943909
10.0,25.0,814.0,fake,1.0,0.9582111
10.0,37.0,1145.0,org,1.0,0.9762952
10.0,37.0,1400.0,org,1.0,0.97847426
10.0,50.0,1093.0,fake,1.0,0.9940409
10.0,60.0,793.0,org,1.0,0.9868191
10.0,73.0,660.0,fake,1.0,0.9856096
10.0,75.0,1460.0,org,1.0,0.9672739
10.0,102.0,821.0,org,1.0,0.9950064
10.0,104.0,301.0,org,1.0,0.990074
10.0,104.0,1002.0,org,1.0,0.9912999
10.0,152.0,969.0,org,1.0,0.8935809
10.0,155.0,869.0,org,1.0,0.9230878
10.0,155.0,1325.0,org,1.0,0.92358536
10.0,160.0,1123.0,fake,1.0,0.98717886
10.0,165.0,1232.0,org,1.0,0.8915306
10.0,172.0,1194.0,org,1.0,0.9475837
10.0,194.0,636.0,org,1.0,0.9373229
10.0,201.0,983.0,fake,1.0,0.98637205
10.0,201.0,1564.0,fake,1.0,0.9798914
10.0,231.0,1058.0,fake,1.0,0.98127145
10.0,231.0,1169.0,fake,1.0,0.98248994
10.0,506.0,1348.0,fake,1.0,0.92666274
10.0,704.0,643.0,fake,1.0,0.9531743
10.0,801.0,1019.0,fake,1.0,0.9432042
10.0,804.0,670.0,fake,1.0,0.92743456
10.0,1007.0,1392.0,org,0.0,0.9576736
10.0,1371.0,345.0,org,0.0,0.9175752
10.0,1455.0,31.0,fake,0.0,0.8299157
10.0,1607.0,1385.0,fake,1.0,0.90184975
10.0,1610.0,1325.0,fake,1.0,0.91483116
10.0,1610.0,1366.0,fake,1.0,0.9191201
10.0,1672.0,379.0,fake,0.0,0.9141416
10.0,1803.0,437.0,fake,1.0,0.80944943
10.0,1803.0,442.0,fake,1.0,0.89986396
10.0,2597.0,772.0,org,0.0,0.1879019
10.0,2831.0,463.0,fake,1.0,0.95024526
10.0,2832.0,593.0,fake,1.0,0.9251856
10.0,2832.0,637.0,fake,1.0,0.922519
10.0,2832.0,1355.0,fake,1.0,0.92620426
10.0,2865.0,720.0,fake,1.0,0.90402883
10.0,2866.0,661.0,fake,1.0,0.67947215
10.0,2867.0,395.0,fake,1.0,0.90065455
11.0,20.0,110.0,fake,1.0,0.9785348
11.0,47.0,825.0,fake,1.0,0.9664349
11.0,47.0,1061.0,fake,1.0,0.96773106
11.0,104.0,732.0,org,1.0,0.988578
11.0,116.0,1101.0,fake,1.0,0.9944846
11.0,195.0,1211.0,fake,1.0,0.96464324
11.0,208.0,280.0,fake,1.0,0.9645227
11.0,208.0,763.0,org,1.0,0.9667175
11.0,210.0,768.0,org,1.0,0.91108584
11.0,267.0,621.0,fake,1.0,0.961189
11.0,267.0,725.0,fake,1.0,0.9626778
11.0,351.0,1543.0,fake,1.0,0.9636641
11.0,359.0,888.0,fake,1.0,0.96539575
11.0,551.0,1166.0,fake,1.0,0.9670485
11.0,585.0,551.0,fake,1.0,0.9675469
11.0,588.0,1081.0,fake,1.0,0.9522738
11.0,596.0,186.0,fake,1.0,0.7398575
11.0,721.0,812.0,fake,1.0,0.9264777
11.0,722.0,133.0,fake,1.0,0.92484456
11.0,820.0,1143.0,fake,1.0,0.9513255
11.0,835.0,207.0,fake,1.0,0.958094
11.0,1087.0,219.0,fake,1.0,0.9584209
11.0,1132.0,403.0,fake,1.0,0.92527354
11.0,1734.0,1056.0,fake,1.0,0.92219955
11.0,1737.0,1275.0,fake,1.0,0.9125512
11.0,1738.0,1178.0,fake,1.0,0.90837836
11.0,1741.0,1047.0,fake,1.0,0.9215879
11.0,1743.0,810.0,fake,1.0,0.77012336
11.0,1998.0,411.0,fake,1.0,0.9017754
11.0,2002.0,523.0,fake,1.0,0.91510797
11.0,2319.0,133.0,fake,1.0,0.27941024
11.0,2319.0,206.0,fake,1.0,0.10121043
12.0,25.0,174.0,org,1.0,0.94884765
12.0,25.0,950.0,fake,1.0,0.954804
