0,1,2,3
0,0,619,581
1,1,564,129
2,2,228,688
3,805,112,368
4,4,315,263
5,124,5,763
6,505,14,536
7,481,547,541
8,8,222,151
9,9,598,478
10,10,93,719
11,466,252,345
12,12,738,421
13,246,80,13
14,350,248,582
15,216,543,217
16,16,228,156
17,17,102,157
18,148,48,736
19,350,345,759
20,20,95,405
21,21,421,372
22,22,655,572
23,23,358,593
24,39,11,733
25,25,456,230
26,419,423,805
27,27,351,205
28,28,391,711
29,63,262,195
30,806,30,96
31,99,157,849
32,666,152,563
33,33,296,676
34,34,750,843
35,85,397,269
36,418,468,36
37,106,555,234
38,837,610,806
39,364,466,543
40,477,572,728
41,543,735,216
42,392,216,727
43,43,122,7
44,452,44,139
45,45,376,716
46,413,607,710
47,47,664,752
48,399,253,172
49,148,570,454
50,216,345,543
51,748,160,51
52,162,563,748
53,53,407,594
54,296,177,506
55,55,652,219
56,56,676,726
57,787,57,400
58,345,216,543
59,476,128,820
60,24,513,466
61,752,664,296
62,62,297,398
63,29,148,158
64,64,731,358
65,176,735,543
66,543,216,345
67,327,67,705
68,168,578,496
69,795,397,599
70,70,664,619
71,543,216,345
72,344,236,361
73,73,225,175
74,341,360,795
75,413,398,844
76,441,854,76
77,180,77,74
78,246,742,78
79,79,63,342
80,309,511,541
81,397,481,578
82,82,407,45
83,135,777,424
84,216,543,759
85,428,480,35
86,587,86,251
87,746,87,585
88,88,753,528
89,89,102,849
90,85,269,582
91,91,301,718
92,92,672,365
93,197,93,343
94,430,628,94
95,652,838,95
96,492,277,642
97,366,341,364
98,727,176,469
99,214,668,31
100,831,176,735
101,101,539,3
102,857,102,160
103,711,119,103
104,360,781,747
105,273,307,59
106,37,423,818
107,718,799,372
108,108,498,113
109,361,554,109
110,110,210,544
111,111,771,7
112,607,728,812
113,819,364,756
114,504,304,168
115,115,342,664
116,116,426,707
117,72,117,671
118,118,437,528
119,103,443,764
120,337,120,312
121,121,802,438
122,524,122,43
123,505,659,545
124,487,603,567
125,125,411,401
126,344,650,37
127,127,142,859
128,469,626,392
129,262,237,680
130,228,130,266
131,131,430,257
132,269,123,248
133,133,473,619
134,134,817,531
135,431,372,83
136,570,135,419
137,674,137,265
138,138,542,151
139,554,361,37
140,140,776,718
141,734,141,704
142,272,357,142
143,143,357,535
144,671,144,726
145,136,372,685
146,375,240,206
147,380,147,164
148,300,382,65
149,543,248,216
150,214,513,38
151,151,499,186
152,32,152,313
153,153,222,151
154,154,716,657
155,421,155,542
156,321,156,283
157,31,157,818
158,63,158,49
159,469,727,626
160,68,65,51
161,759,727,48
162,68,52,313
163,163,716,615
164,197,740,720
165,165,73,315
166,166,52,569
167,167,456,9
168,728,68,656
169,759,216,543
170,170,645,127
171,483,433,171
172,639,216,217
173,173,682,612
174,174,96,859
175,429,406,549
176,65,658,300
177,168,777,637
178,178,796,514
179,179,100,583
180,801,328,77
181,837,567,81
182,182,73,673
183,543,345,727
184,184,531,672
185,185,313,531
186,238,186,151
187,578,168,496
188,188,548,452
189,248,543,345
190,840,265,457
191,191,607,764
192,192,718,753
193,307,364,739
194,208,507,296
195,768,29,597
196,358,196,113
197,164,123,387
198,198,288,338
199,199,791,854
200,200,279,5
201,201,699,691
202,362,341,175
203,203,100,497
204,204,228,824
205,759,217,640
206,829,356,146
207,292,637,344
208,416,807,40
209,209,802,738
210,210,721,542
211,211,99,263
212,212,367,417
213,442,177,313
214,610,150,405
215,215,72,841
216,446,399,15
217,399,446,15
218,218,358,681
219,219,288,559
220,252,360,248
221,685,574,552
222,371,222,779
223,801,612,223
224,342,851,136
225,225,559,594
226,639,759,727
227,227,835,584
228,130,228,418
229,229,716,787
230,230,546,297
231,543,216,735
232,844,232,313
233,543,216,248
234,269,423,37
235,235,534,373
236,72,139,850
237,37,129,423
238,444,289,636
239,239,343,482
240,146,513,24
241,241,757,853
242,216,759,543
243,243,222,411
244,747,513,727
245,543,727,216
246,316,13,78
247,247,237,787
248,359,149,231
249,249,673,421
250,364,444,727
251,587,251,86
252,710,11,132
253,543,216,636
254,673,254,738
255,501,534,303
256,795,636,48
257,735,217,216
258,543,216,345
259,259,618,816
260,469,513,727
261,261,384,476
262,677,570,292
263,397,345,466
264,792,815,400
265,190,677,547
266,418,736,697
267,837,267,669
268,268,802,10
269,463,231,84
270,270,836,433
271,447,645,271
272,850,378,487
273,476,384,845
274,274,5,613
275,275,465,342
276,187,313,841
277,96,365,806
278,278,498,222
279,279,74,510
280,460,639,344
281,265,281,844
282,282,57,254
283,283,5,156
284,727,543,469
285,242,515,84
286,639,37,818
287,533,287,816
288,288,219,186
289,577,69,685
290,290,817,461
291,148,582,747
292,207,68,806
293,820,856,50
294,60,294,498
295,295,390,125
296,48,54,352
297,777,347,460
298,312,787,240
299,299,455,228
300,543,735,727
301,301,535,487
302,422,302,745
303,636,392,248
304,850,841,114
305,305,180,266
306,306,147,113
307,193,42,343
308,246,308,742
309,80,309,776
310,310,205,351
311,311,223,310
312,790,298,24
313,642,168,563
314,411,314,787
315,668,444,765
316,246,316,681
317,317,503,602
318,318,787,411
319,607,187,319
320,320,462,403
321,156,321,421
322,322,792,820
323,323,676,80
324,324,263,594
325,248,269,345
326,380,570,481
327,67,559,327
328,663,202,180
329,673,461,72
330,330,455,689
331,331,465,676
332,332,400,237
333,313,538,32
334,334,718,760
335,335,80,1
336,599,85,397
337,120,852,337
338,338,746,673
339,572,477,428
340,674,340,576
341,663,710,74
342,224,342,494
343,307,269,387
344,207,569,126
345,477,359,687
346,346,104,618
347,569,530,83
348,348,725,425
349,469,248,392
350,19,377,66
351,759,807,517
352,507,746,538
353,353,375,688
354,669,325,132
355,355,222,491
356,11,812,206
357,707,142,357
358,600,196,164
359,543,345,216
360,428,678,132
361,139,671,452
362,202,837,373
363,760,479,351
364,659,349,159
365,292,582,557
366,534,501,97
367,367,79,342
368,812,851,533
369,369,597,157
370,370,49,100
371,222,371,569
372,419,135,570
373,444,354,289
374,374,290,199
375,146,724,135
376,376,387,307
377,639,829,216
378,582,639,123
379,216,543,248
380,326,482,812
381,544,381,765
382,727,513,469
383,383,330,434
384,273,626,59
385,385,235,766
386,549,399,169
387,197,394,378
388,388,389,122
389,389,691,443
390,295,390,125
391,618,74,760
392,659,500,349
393,393,224,417
394,269,123,216
395,395,402,479
396,168,599,397
397,480,406,428
398,677,496,805
399,216,543,217
400,706,600,775
401,401,125,411
402,402,363,391
403,403,361,320
404,404,184,415
405,214,38,813
406,397,175,599
407,522,392,704
408,408,280,681
409,409,19,753
410,410,266,455
411,314,411,516
412,412,587,297
413,454,46,397
414,414,286,375
415,415,498,60
416,728,515,208
417,417,393,720
418,501,266,303
419,372,723,26
420,420,849,449
421,289,790,713
422,457,792,572
423,502,234,132
424,515,728,480
425,425,63,576
426,148,6,735
427,780,427,241
428,397,85,759
429,175,636,639
430,352,94,386
431,135,424,481
432,735,345,543
433,171,433,782
434,434,383,223
435,435,398,729
436,844,336,672
437,437,6,736
438,364,392,560
439,439,742,849
440,440,405,627
441,681,552,76
442,386,168,774
443,119,795,789
444,238,373,315
445,528,445,538
446,216,543,217
447,769,271,447
448,448,268,120
449,175,759,248
450,450,200,140
451,795,48,543
452,361,441,44
453,453,1,405
454,710,848,69
455,631,354,818
456,456,25,491
457,422,190,457
458,458,237,787
459,459,583,594
460,530,280,546
461,637,344,329
462,462,320,403
463,543,345,216
464,464,815,400
465,465,331,275
466,549,11,325
467,467,254,588
468,36,468,407
469,159,349,500
470,470,803,426
471,471,851,375
472,114,656,177
473,473,133,664
474,97,474,36
475,475,752,296
476,59,273,626
477,345,513,543
478,478,214,347
479,363,479,768
480,397,759,216
481,771,607,81
482,852,252,380
483,554,800,713
484,484,467,13
485,485,846,425
486,486,534,438
487,124,304,397
488,488,542,725
489,489,627,195
490,531,672,32
491,662,366,491
492,806,859,96
493,297,493,237
494,851,136,723
495,569,607,68
496,68,187,607
497,176,735,543
498,24,498,294
499,499,151,772
500,469,248,392
501,48,418,255
502,423,85,805
503,503,173,682
504,114,841,656
505,248,469,123
506,829,759,217
507,795,48,216
508,764,549,377
509,509,181,492
510,510,618,220
511,80,511,479
512,538,672,531
513,733,477,159
514,514,178,590
515,759,829,397
516,516,411,715
517,760,859,656
518,518,594,718
519,619,519,528
520,520,820,632
521,37,818,269
522,407,522,645
523,523,319,713
524,122,524,752
525,645,525,447
526,526,180,752
527,266,527,688
528,445,6,217
529,628,529,326
530,777,637,460
531,490,512,774
532,532,827,830
533,368,287,533
534,366,255,508
535,535,197,301
536,727,543,216
537,537,128,501
538,386,352,512
539,397,481,135
540,207,442,296
541,187,68,607
542,542,155,702
543,359,66,446
544,381,544,26
545,123,513,269
546,639,217,582
547,844,313,7
548,148,736,48
549,466,543,636
550,729,550,265
551,551,613,321
552,304,344,37
553,553,766,355
554,139,483,671
555,639,269,37
556,501,746,534
557,377,242,656
558,558,776,80
559,327,559,225
560,106,132,438
561,561,103,534
562,562,228,534
563,844,313,32
564,608,291,455
565,565,849,263
566,80,771,566
567,397,85,419
568,568,384,476
569,637,495,168
570,136,372,723
571,571,792,302
572,40,807,513
573,844,313,760
574,37,397,785
575,575,771,326
576,289,444,513
577,795,543,636
578,187,68,413
579,818,252,354
580,580,470,426
581,581,619,220
582,233,378,546
583,583,445,766
584,584,615,755
585,746,585,87
586,586,720,688
587,86,251,587
588,588,109,411
589,543,727,345
590,590,744,810
591,591,538,185
592,592,731,23
593,756,593,387
594,107,594,324
595,595,483,141
596,596,674,483
597,195,597,80
598,646,598,54
599,406,69,428
600,400,358,720
601,601,313,68
602,602,780,427
603,397,85,124
604,604,7,122
605,716,605,237
606,606,648,370
607,112,695,481
