0,1,2,3
0,837,14,187
1,268,199,27
2,576,855,297
3,836,410,331
4,797,740,430
5,517,556,87
6,576,297,787
7,458,616,780
8,52,400,265
9,312,603,760
10,249,719,824
11,633,281,756
12,157,139,752
13,539,603,13
14,310,472,839
15,15,86,695
16,16,603,597
17,72,729,34
18,838,304,255
19,19,311,504
20,817,680,552
21,21,342,39
22,834,593,63
23,23,427,288
24,25,24,197
25,786,24,25
26,26,595,570
27,343,760,326
28,28,721,40
29,674,433,63
30,530,358,803
31,384,430,426
32,409,781,636
33,326,615,147
34,683,140,836
35,35,175,43
36,36,40,58
37,37,132,551
38,38,591,190
39,39,807,21
40,685,40,721
41,196,409,805
42,558,571,224
43,707,43,471
44,834,358,400
45,716,855,577
46,501,567,32
47,856,109,457
48,48,383,687
49,573,592,283
50,700,50,156
51,294,481,813
52,162,734,623
53,574,320,680
54,54,202,348
55,55,746,216
56,14,187,647
57,240,302,632
58,58,733,40
59,449,320,430
60,182,649,294
61,567,448,664
62,62,715,630
63,648,490,789
64,834,627,375
65,65,235,849
66,543,66,777
67,67,250,106
68,68,356,826
69,194,777,69
70,576,787,297
71,71,761,75
72,140,683,249
73,481,653,380
74,504,74,345
75,257,75,438
76,756,744,131
77,51,851,10
78,297,576,665
79,142,372,208
80,824,215,278
81,287,756,633
82,843,82,198
83,83,652,94
84,86,631,695
85,632,815,426
86,84,253,151
87,122,180,80
88,88,190,113
89,89,169,26
90,90,258,772
91,109,157,457
92,92,105,539
93,93,375,433
94,94,317,253
95,554,460,8
96,380,111,813
97,97,860,440
98,98,349,792
99,99,349,792
100,100,522,293
101,101,183,104
102,102,722,798
103,103,234,250
104,420,276,104
105,105,92,611
106,106,250,67
107,430,384,426
108,108,407,655
109,367,331,836
110,217,110,515
111,850,265,237
112,112,104,384
113,116,113,174
114,44,321,470
115,122,465,627
116,113,116,348
117,603,760,343
118,118,848,587
119,627,483,195
120,375,63,856
121,738,542,187
122,511,633,278
123,242,686,123
124,740,430,787
125,125,282,173
126,703,126,410
127,577,632,41
128,353,128,853
129,859,129,315
130,130,656,441
131,398,157,81
132,132,37,568
133,799,32,18
134,134,843,859
135,793,741,718
136,136,352,520
137,411,678,432
138,138,205,396
139,481,380,644
140,72,729,752
141,135,141,718
142,79,805,662
143,371,768,489
144,51,403,73
145,145,754,580
146,663,302,431
147,184,644,380
148,148,844,655
149,149,295,750
150,150,86,204
151,86,151,631
152,771,313,447
153,603,628,109
154,240,426,32
155,764,240,855
156,156,846,50
157,756,287,277
158,851,343,752
159,159,235,352
160,297,665,787
161,161,705,831
162,52,531,749
163,163,114,593
164,411,678,432
165,282,165,202
166,851,343,726
167,167,258,772
168,607,506,168
169,169,617,314
170,170,601,654
171,817,506,797
172,172,777,194
173,173,125,283
174,174,572,113
175,175,804,707
176,315,176,859
177,177,135,365
178,178,40,58
179,179,587,118
180,249,719,824
181,302,815,431
182,400,358,803
183,512,714,596
184,280,296,147
185,803,343,326
186,448,208,802
